column,value_a,count_a,value_b,count_b,similarity
q3_31,CUSTOMERS  SERVICES,1,CUSTOMER'S SERVICE,1,0.968
q3_31,MAKING FURNITURE,1,MAKING OF FURNITURE,1,0.968
q3_31,ELECTRICAL APPLIANCES ETC,1,ELECTRICAL APPLIANCES,1,0.968
q3_31,PROTECTING BORDERS,1,"PROTECTING BORDER ,",1,0.968
q3_31,WASHING OF VEHICLES,2,WASHING VEHICLES,2,0.968
q3_31,MEAKS FOR THE CHILDREN,1,MEAL FOR THE CHILDREN,1,0.968
q3_31,VEGETABLES AND FRUITS,4,VEGETABLES AND FRUITS ETC,1,0.968
q3_31,FISH & STRIMP,1,FISH& STRIMP,1,0.968
q3_31,TRANSPORTATION,67,TRABSPORTATION,1,0.967
q3_31,SNACKS,4,SNACK,1,0.967
q3_31,CATTLE REARING,3,CATLLE REARING,1,0.967
q3_31,CONSTRUCTION,100,CONSTRUCTIOH,1,0.967
q3_31,SEWING,2,SEWWING,1,0.967
q3_31,GROWING SUGAR CANE,13,GTOWING SUGAR CANE,1,0.967
q3_31,CONSTRUCTION,100,CONSTRUCTING,1,0.967
q3_31,CLEANING OF DRAINS,1,CLEANING DRAINS,1,0.967
q3_31,GROCERY SHOP,1,GROCETY SHOP,1,0.967
q3_31,FISH& STRIMP,1,"FISH STRIMP,",1,0.967
q3_31,PROTECT AND SERVE,8,PROTECT AND SEVERED,2,0.967
q3_31,TATOO,1,TATOOS,1,0.967
q3_31,"FISH ,SHRIPM",1,"FISH, SHRIMP",1,0.967
q3_31,CONSTRUCTION OF BUILDINGS ETC,2,CONSTRUCTION OF BUILDING,1,0.966
q3_31,BUILDING OF HOUSE,4,BUILDIBG OF HOUSES,1,0.966
q3_31,SELLING FRUITS,1,SELLING OF FRUITS,1,0.965
q3_31,CALL CENTER,3,CALL CENTRES,2,0.965
q3_31,TRANSPORTATION VIA LAND,3,TRANSPORTATION VIA ROAD,1,0.965
q3_31,PROVIDING LAND TRANSPORTATION TO PASSENGERS VIA ROAD,1,PROVIDING LAND TRANSPORTATION TO PASSENGERS,1,0.965
q3_31,SERVE AND PROTECT,5,SERVED AND PROTECT,1,0.965
q3_31,CUSTOMER SERVICE,5,CUSTOMER'S SERVICE,1,0.965
q3_31,CASH CROP FARMING,10,CASH CROP FARM,1,0.965
q3_31,FAST FOOD SERVICES,3,FASTFOOD SERVICES,1,0.965
q3_31,BUILDING OF HOUSES,5,BUILDING OF HOUSES ECT,1,0.964
q3_31,CASH CROP FARMING,10,CASH CFOP FARMING,1,0.964
q3_31,ELECTRICITY,5,ELECTRICY,2,0.964
q3_31,SECURITY SERVICE,8,SECURUTY SERVICES,1,0.964
q3_31,BUILDING OF HOUSE,4,BUILDING OF HOMES,3,0.964
q3_31,MIXED FARMING,2,MIX FARMING,1,0.964
q3_31,TRANSPORTATION VIA LAND,3,TRANSPORTANT VIA LAND,1,0.964
q3_31,GARBAGE COLLECTION,2,GARBAGE COLLECTION ETC,1,0.964
q3_31,PRIMARY EDUCATION SERVICES,1,PRIMARDY EDUCATIONAL SERVICES,1,0.964
q3_31,BUILDING OF HOUSES,5,BUILDING OF HOUSES ETC,1,0.964
q3_31,CONSTRUCTION WORK,9,CONSRUTION WORK,1,0.963
q3_31,CONSTRUCTION OF HOUSE AND OTHE BUILDING,1,CONSTRUCTION OF HOUSES AND BUILDINGS,1,0.963
q3_31,GOLD AND DIAMOND,7,GOLD  AND DIAMOND,1,0.963
q3_31,HOTEL RESERVATION SERVICES,1,HOTEL RESERVATIONS SERVICES,1,0.962
q3_31,BUILDING/ CONSTRUCTION,1,BULDING CONSTRUCTION,1,0.962
q3_31,GROWING SUGAR,18,GROWING OF SUGAR,6,0.962
q3_31,BULDING CONSTRUCTION,1,"BUILDING, CONSTRUCTION",1,0.962
q3_31,CONSTRUCTION OF HOUSES,5,CONSTRUCTION OF HOMES,2,0.962
q3_31,MANUFACTURING OF WOODS,1,MANUFRACTING OF WOOD,1,0.962
q3_31,HEALTH SERVICED,1,HEALTH  SERVICES,1,0.962
q3_31,CATCHING FISH,2,CATCHING OF FISH,1,0.962
q3_31,BUILDING CONSTRUCTION,6,BUILDING /   CONSTRUCTION.,1,0.962
q3_31,CLOTHING,9,COLTHING,1,0.962
q3_31,ALCOHOL BEVERAGES,4,ALCOHOL BEVERAGES ETC,1,0.962
q3_31,AUTO ELECTRICIAN,1,AUTO ELECTRICAL,1,0.962
q3_31,BUILDING AND REPAIRING OF HOUSES,5,BUILDING AND REPARING HOUSES,1,0.961
q3_31,ACCOMODATION SERVICES,1,ACCOMADATION SERVICES,1,0.961
q3_31,FRUITS AND VEGETABLES,8,FRUITS AND VEGATABLES,1,0.961
q3_31,CATCHING AND SELLING OF THE FISH,1,CATCHING AND SELLING OF FISH,1,0.961
q3_31,"CONSTRUCTION OF BUILFINGS,",1,CONSTUCTION OF BUILDING,1,0.961
q3_31,HOUSEHOLD ITEMS,3,HOUSE HOLD ITEMS,1,0.961
q3_31,CONSTRUCTION,100,CONDTRUCTION,1,0.961
q3_31,WOOD,41,WOODS,3,0.96
q3_31,EDUCATON,1,EDUCATIONN,1,0.96
q3_31,RICE CULTIVATION,2,RICE CULTIVATION ETC,1,0.96
q3_31,MECHANIC,5,MECHANICAL,2,0.96
q3_31,SALES,21,SALE,2,0.96
q3_31,SELLING CLOTHES,1,SELL CLOTHES,1,0.96
q3_31,GROWING OF RICE,4,GROWING RICE,1,0.96
q3_31,FOOD,15,FOODS,3,0.96
q3_31,HEALTHCARE,6,HEALTHCSRE,1,0.96
q3_31,BUILDING HOUSES,11,BUILD HOUSES,1,0.96
q3_31,BUILDING/ CONSTRUCTION,1,BUILDING /   CONSTRUCTION.,1,0.96
q3_31,CUTTING HAIR,4,CUTTING OF HAIR,2,0.96
q3_31,NO SERVICES PROVIDED,2,NO SERVICES PRODUCED,1,0.96
q3_31,MANUFACTURING OF BEVERAGES,1,MANUFACTURE OF BEVERAGES,1,0.96
q3_31,BUILDING AND REPAIRING HOUSES,5,BUILDING AND REPARING OF HOUSES,1,0.959
q3_31,HOUSE HOLD ITEMS AND BEVERAGES,1,HIUSE HOLD ITEMS AND BEVERAGES,1,0.959
q3_31,PROVIDE LAND TRANSPORTATION BY CAR,1,PROVIDE LAND TRANSPORTATION,1,0.959
q3_31,"GREENS, FRUITE",1,"GREENS, FRUITS,",1,0.959
q3_31,SOFT DRINKS AND GROCERIES,1,"SOFT DRINKS ,GROCERIES",1,0.959
q3_31,CONSTRUCTION OF BUILDINGS,7,CONSTRUCTING BUILDINGS,1,0.959
q3_31,CONSTRUCTION OF BUILDINGS ETC,2,CONSTUCTION OF BUILDING,1,0.959
q3_31,CLEANIND DRAINS,1,CLEANING DRAINS,1,0.959
q3_31,Cash crops,6,Cash corp,1,0.958
q3_31,RETAIL OF VEGETABLES,2,RETAIL OF BEVERAGES,1,0.958
q3_31,SECRUITY SERVICES,1,SECURUTY SERVICES,1,0.958
q3_31,CASH CROPS,9,CASH CORP,1,0.958
q3_31,BUILDING HOUSES,11,BUILDING HOUSES ETC,3,0.958
q3_31,MIXED CROPS,1,MIX CROPS,1,0.958
q3_31,WASHING OF VEHICLES,2,WASHING VEHICLE,1,0.958
q3_31,HOUSE CLEANING,2,HOUSE CLEAN,1,0.957
q3_31,MAKING FURNITURES,1,MAKING OF FURNITURE,1,0.957
q3_31,HEALTHCARE SERVICES,2,HEALTH CARE SERVICE,1,0.957
q3_31,SALES OF VEGETABLES ETC,1,SALE OF VEGETABLES,1,0.957
q3_31,EDUCATION,132,EDUCATING,4,0.956
q3_31,REPAIR MACHINE,1,REPAIR OF MACHINES,1,0.956
q3_31,"CASREEP,FARINE,OIL",1,"CASREEP,FARINE",1,0.956
q3_31,CARPENTRY,5,CARPENTER,1,0.956
q3_31,TRANPORTATION,1,TRANSPORTATIIN,1,0.956
q3_31,BUILDING HOUSE,4,BUILDING HOMES,1,0.956
q3_31,TRANPORTATION,1,TRANSPORTSTION,1,0.956
q3_31,CUSTOMER SERVICE,5,CUSTOMERS  SERVICES,1,0.956
q3_31,MANUFACTURING OF WINDOWS,1,MANUFACTURING OF WOODS,1,0.956
q3_31,CONSTRUCTION OF HOUSE AND OTHE BUILDING,1,CONSTRUCTION OF HOUSESNAND OTHER BUILDINGS,1,0.955
q3_31,BUILDING OF HOUSE,4,BUILDING OF HOUSES ETC,1,0.955
q3_31,BUILDING OF HOUSE,4,BUILDING OF HOUSES ECT,1,0.955
q3_31,SERVE AND PROTECT THE COUNTRY PEOPLE,1,SERVE AND PROTECT THE NATION PEOPLE,1,0.954
q3_31,BUILDING OF HOUSES,5,BUILDING OF HOMES,3,0.954
q3_31,GROCERIES AND BEVARGES,1,GROCERIES AND BEVERAGES ETC,1,0.954
q3_31,TRANSPORTATION SERVICRS,1,TRANSPORATION SERVICE,1,0.954
q3_31,"CONSTRUCTION OF BUILFINGS,",1,CONTRUCTION OF BUILDING,1,0.954
q3_31,SEA TRANSPORTATION,1,SEA TRANSPORTING,1,0.954
q3_31,CONSTRUCTION ITEMS,1,CONSTRUCTION MATERIALS,1,0.953
q3_31,CUSTOMER SERVICES,3,CUSTOMERS SERVICE,2,0.953
q3_31,CONSTRUCTION  WORK,2,CONSRUTION WORK,1,0.953
q3_31,BUILDING HOUSES,11,BUILDING OF HOUSES,5,0.953
q3_31,HARDWEAR,1,HARD WARE,1,0.953
q3_31,FISH & STRIMP,1,"FISH STRIMP,",1,0.953
q3_31,RETAIL CLOTHING,3,RETAIL OF CLOTHING,1,0.953
q3_31,REDISTRIBUTION OF ELECTRICITY,2,DISTRIBUTION OF ELECTRICITY,1,0.952
q3_31,BUILDING /   CONSTRUCTION.,1,"BUILDING, CONSTRUCTION",1,0.952
q3_31,GROWING OF SUGAR,6,GROWING OF SUGAR CANE,2,0.952
q3_31,REPAIRING OF VEHICLES,4,REPAIRING OF VICHICLES,1,0.952
q3_31,GROWING VEGETABLE FOR SALE,2,GROWING VEGETABLE TO SELL,1,0.952
q3_31,DEEP SEA FISHING,7,DEEP SEA FISHING BOAT,1,0.952
q3_31,CONSTRUCTION OF BUILDINGS ETC,2,CONTRUCTION OF BUILDING,1,0.952
q3_31,HOTEL SERVICES,5,MOTEL SERVICES,1,0.952
q3_31,CLEANING OF DRAIN ETC,1,CLEANING OF DRAINS,1,0.951
q3_31,REPAIR TO MOTOR VEHICLES,1,REPAIRS TO MOTOR VICHICLES,1,0.951
q3_31,PROTECTION,5,PROECTION,1,0.951
q3_31,FURNITURE MAKING,1,FURNATIURE MAKING,1,0.951
q3_31,CLEANING OF DRAIN ETC,1,CLEANING OF DRAINS PARPET,1,0.95
q3_31,SEWING OF CLOTHES,2,SEWING CLOTHES,1,0.95
q3_31,CONSTRUCTION OF BUILDINGS ETC,2,"CONSTRUCTION OF BUILFINGS,",1,0.95
q3_31,BUILDING OF HOMES,3,BUILDING HOMES,1,0.95
q3_31,GENERAL GROCERY SHOP,2,GENERAL GROCERY,1,0.95
q3_31,COOK FOOD,1,COOKING FOOD,1,0.95
q3_31,BUILDING HOUSE,4,BUILDING OF HOUSE,4,0.95
q3_31,BODY WORK,6,BODY WORKING,1,0.95
q3_31,TRANSPORT,6,TRANSPORTIOn,1,0.95
q3_31,WASH CARS,1,WASHING CARS,1,0.95
q3_31,STREET FOOD SERVICES,1,STREET FOODS SERVICES,1,0.95
q3_31,TRANSPORT,6,TRANSPORTING,5,0.95
q3_31,RICE MILLING,1,RICE MILLING ETC,1,0.95
q3_32,CUSTOMER SERVICE REPRESENTATIVE,7,CUSTOMER SERVICE REPRESENTATIVES,2,0.994
q3_32,CUSTOMER REPERSENTATIVE,1,CUSTOMER REPRESENTATIVE,1,0.991
q3_32,EKECTRICAL TECHNICIAN,1,EKECTRICAL TECHNICIANS,1,0.991
q3_32,CUSTOMER SERVICE AGENT,1,CUSTOMER SERVICE  AGENT,1,0.991
q3_32,CONFIDENTIAL SECRETARY,3,CONFIDENTIAL  SECRETARY,1,0.991
q3_32,BUILDING CONSTRACTOR,4,BUILDING CONTRACTOR,1,0.99
q3_32,TAXI/ HIRE CAR DRIVER,1,TAXI /HIRE CAR DRIVER,1,0.99
q3_32,CUSTOMER SERVICE REPRESENTATIVE,7,COSTUMER SERVICE REPRESENTATIVE,1,0.99
q3_32,IMMIGRATION OFFICER,2,IMMIGRATION  OFFICER,1,0.99
q3_32,SPECIAL CONSTABLE,1,SPECIAL CONSTABALE,1,0.989
q3_32,OPERATION MANAGER,1,OPERATIONS MANAGER,1,0.989
q3_32,KITCHEN ASSISTANCE,2,KITCHEN  ASSISTANCE,1,0.989
q3_32,SWEEPER CLEANER,7,SWEEPER /CLEANER,1,0.988
q3_32,NURSERY TEACHER,7,NURSERY  TEACHER,1,0.988
q3_32,PROJECT  MANAGER,1,PROJECT MANAGER,1,0.988
q3_32,MACHINE OPERATOR,25,MACHINE  OPERATOR,1,0.988
q3_32,TRACTOR OPERATOR,9,TRACTOR  OPERATOR,1,0.988
q3_32,TRACTOR OPERATOR,9,TRACTOR OPERATOR.,1,0.988
q3_32,ACCOUNT CLERK 2,1,ACCOUNTS CLERK 2,1,0.988
q3_32,DREDGE  OPERATOR,1,DREDGE OPERATOR,1,0.988
q3_32,CARPENTER/MASON,1,CARPENTER/ MASON,1,0.988
q3_32,SWEEPER/CLEANER,2,SWEEPER /CLEANER,1,0.988
q3_32,AUTO ELECTRICIAN,4,AUTO ELECTRICAN,1,0.988
q3_32,MASON /CARPENTER,1,MASON/CARPENTER,1,0.988
q3_32,PERSONEL OFFICER,1,PERSONNEL OFFICER,1,0.988
q3_32,SECURITY GUARD,82,SECURITY  GUARD,3,0.987
q3_32,LIBERARY ASSISTANT,1,LIBRARY ASSISTANT,1,0.987
q3_32,SECURITY GUARD,82,SECURITY GUARDS,2,0.987
q3_32,ACCOUNTS CLERK,14,ACCOUNTS CLERKS,1,0.987
q3_32,PRIVATE SOLIDER,1,PRIVATE SOLDIER,1,0.987
q3_32,SHOP ASSISTANT,19,SHOP ASSISSTANT,1,0.987
q3_32,CUSTOMER SERVICE REPRESENTATIVE,7,CUSTOMER SERVICE REPRESENTIVE,1,0.987
q3_32,ACCOUNTS CLERK,14,ACCOUNTS  CLERK,1,0.987
q3_32,SALE ATTENDANT,1,SALES ATTENDANT,1,0.987
q3_32,RAMP ATTENDANT,1,RAMP ATTENTAND,1,0.986
q3_32,EXCAVATOR OPERATOR,4,EXECAVATOR OPERATOR,1,0.986
q3_32,ACCOUNTS CLERK,14,ACCOUNT CLERK,4,0.986
q3_32,POLICE OFFICER,25,POLICE OFFICE,2,0.986
q3_32,SECURITY GUARD,82,SECURITY GAURD,5,0.986
q3_32,SECURITY GUARD,82,SECUIRTY GUARD,1,0.986
q3_32,BUSINESS OWNER,27,BUSINES OWNER,1,0.986
q3_32,BUSINESS WOMAN,4,BUSINESSWOMAN,3,0.986
q3_32,SECURITY GAURD,5,SECURITYGAURD,1,0.986
q3_32,SALES MANAGER,5,SALE MANAGER,1,0.985
q3_32,ENTREPRENEUR,4,ENTREPRENEURS,1,0.985
q3_32,SALES PERSON,37,SALES PERSONS,2,0.985
q3_32,FRUITS VENDOR,2,FRUIT VENDOR,1,0.985
q3_32,SECURITY OFFICER,29,SECRUITY OFFICER,1,0.985
q3_32,TRUCK DRIVER,21,TRUCK DRIVERS,1,0.985
q3_32,COSMOTOLOGIS,1,COSMOTOLOGIST,1,0.985
q3_32,LAND SURVEYER,1,LAND SUVERYER,1,0.985
q3_32,Rice labours,1,Rice labour,1,0.983
q3_32,SNACKS MAKER,1,SNACK MAKER,1,0.983
q3_32,ELECTIRCTION,1,ELECTRICTION,1,0.983
q3_32,SECURITY GUARD,82,SECRUITY GUARD,4,0.983
q3_32,CUSTOMER REORESENTATIVE,1,CUSTOMER REPRESENTATIVE,1,0.983
q3_32,TECHINICION,1,TECHINICTION,1,0.983
q3_32,HAIR DRESSER,10,HAIRDRESSER,10,0.983
q3_32,HOUSEKEEPER,5,HOUSE KEEPER,1,0.983
q3_32,POLICEWOMAN,2,POLICE WOMAN,1,0.983
q3_32,BLOCK MAKER,4,BLOCKS MAKER,1,0.983
q3_32,SECRUITY GUARD,4,SECUIRTY GUARD,1,0.983
q3_32,BANK TELLER,2,BANK TELLERS,1,0.983
q3_32,FACILITATOR,2,FACILITATORS,1,0.983
q3_32,DELIVERYMAN,1,DELIVERY MAN,1,0.983
q3_32,SALES PERSON,37,SALESPERSON,9,0.983
q3_32,SHOP KEEPER,70,SHOP  KEEPER,1,0.983
q3_32,BUSINESSMAN,4,BUSINESS MAN,3,0.983
q3_32,HEADMASTER,1,HEAD MASTER,1,0.982
q3_32,SERVICE MAN,2,SERVICEMAN,1,0.982
q3_32,SHOP KEEPER,70,SHOPKEEPER,23,0.982
q3_32,DOMESTIC WORKER,27,DOSMETIC WORKER,1,0.982
q3_32,SALESWOMAN,5,SALES WOMAN,4,0.982
q3_32,LAND SCAPER,2,LANDSCAPER,2,0.982
q3_32,GOLD MINER,10,GOLD MINNER,5,0.982
q3_32,SALES GIRL,26,SALES GIRLS,1,0.982
q3_32,SALES CLERK,14,SALE CLERK,8,0.982
q3_32,ELECTRICIAN,16,ELECTRICAN,2,0.982
q3_32,BABY SITTER,11,BABYSITTER,7,0.982
q3_32,FISHER MAN,10,FISHER  MAN,1,0.982
q3_32,SEAMSTRESS,8,SEAM STRESS,1,0.982
q3_32,BUSINESS OWNER,27,BUISNESS OWNER,2,0.981
q3_32,CUSTOMER SERVICE REPRESENTATIVES,2,COSTUMER SERVICE REPRESENTATIVE,1,0.981
q3_32,CUSTOMER SERVICE REPRESENTATIVES,2,CUSTOMER SERVICE REPRESENTIVE,1,0.981
q3_32,CARPENTER,98,CARPENTERY,1,0.98
q3_32,SKILLS MAN,1,SKILL MAN,1,0.98
q3_32,TRADES MAN,1,TRADE MAN,1,0.98
q3_32,BUS DRIVER,20,BUS DIRVER,1,0.98
q3_32,GOLD SMITH,5,GOLD SMIT,1,0.98
q3_32,GOLD SMITH,5,GOLDSMITH,4,0.98
q3_32,POST WOMAN,1,POSTWOMAN,1,0.98
q3_32,TRADESMAN,2,TRADES MAN,1,0.98
q3_32,PORKNOCKER,12,PORKNOKER,2,0.98
q3_32,AGRONOMIST,1,AGRONOIST,1,0.98
q3_32,CUSTOMER SERVICE REP,3,CUSTOMERS SERVICE REP,2,0.98
q3_32,SALES GIRL,26,SALESGIRL,4,0.98
q3_32,MARACK MAN,1,MARACKMAN,1,0.98
q3_32,POLICEMAN,2,POLICE MAN,1,0.98
q3_32,CARPENTRY,3,CARPENTERY,1,0.98
q3_32,SALES GIRL,26,SALE GIRL,4,0.98
q3_32,CARE TAKER,2,CARETAKER,2,0.98
q3_32,MARAK MAN,3,MARACK MAN,1,0.98
q3_32,FISHERMAN,50,FISHER MAN,10,0.98
q3_32,SHOP OWNER,28,SHOPOWNER,1,0.98
q3_32,CONTRACTOR,14,CONTRATOR,1,0.98
q3_32,COMPUTER TECHNICIAN,2,COMPUTER TECHINICAN,1,0.979
q3_32,PUMP OPERATOR,3,PUPM OPERATOR,1,0.979
q3_32,MARACK MAN,1,MARRACK MAN,1,0.979
q3_32,MECHANICAL ENGINEER,1,MECHANIC ENGINEER,1,0.979
q3_32,CHAIN MAN,1,CHAINMAN,1,0.978
q3_32,TRADEMAN,1,TRADE MAN,1,0.978
q3_32,CANE HARVESTER,56,.CANE HARVESTER,1,0.978
q3_32,SALES REP,6,SALE REP,2,0.978
q3_32,CRAFTMAN,1,CRAFT MAN,1,0.978
q3_32,TRADESMAN,2,TRADEMAN,1,0.978
q3_32,SALESMAN,13,SALES MAN,2,0.978
q3_32,SKILLMAN,2,SKILL MAN,1,0.978
q3_32,LINES MAN,1,LINESMAN,1,0.978
q3_32,SECRETARY,9,SECRTEARY,1,0.978
q3_32,BARTENDER,11,BAR TENDER,1,0.977
q3_32,AUTO TECHINCIAN,1,AUTO   TECHINCIAN,1,0.976
q3_32,TRACTOR  OPERATOR,1,TRACTOR OPERATOR.,1,0.976
q3_32,CARTMAN,1,CART MAN,1,0.975
q3_32,SOLIDER,3,SOLIDIER,1,0.975
q3_32,CLERK 2,4,CLERK #2,1,0.975
q3_32,FITTER MACHINIST,4,FITTER MACHINEST,1,0.975
q3_32,LECTURER,4,LECTURE,1,0.975
q3_32,MASONERY,1,MASONRY,1,0.975
q3_32,Machnaic,2,Machnic,1,0.975
q3_32,SECURITY OFFICER,29,SECURITY OFFICET,1,0.975
q3_32,PAINTER,20,PAINTERS,1,0.975
q3_32,MASONER,7,MASONERY,1,0.975
q3_32,SALESMAN,13,SALEMAN,1,0.975
q3_32,ACCOUNTS CLERK,14,ACCOUNTS CLERK 2,1,0.975
q3_32,CUSTOMER REPERSENTATIVE,1,CUSTOMER REORESENTATIVE,1,0.974
q3_32,CUSTOMER SERVICE REPRESENTATIVE,7,CUSTOMER SERVICES REPRESENTATIVE,1,0.974
q3_32,FOREST RANGER 2,2,FOREST RANGER,1,0.973
q3_32,GARBAGE COLLECTOR,1,GARABAGE COLLECTOR,1,0.973
q3_32,SWEEPER CLEANER,7,SWEEPER/CLEANER,2,0.973
q3_32,ACCOUNTANT,14,AACCOUNTANT,1,0.973
q3_32,PORKNOCKER,12,POKNOCKER,1,0.973
q3_32,QUALITY ANALYSE,1,QUALITY ANALYST,1,0.973
q3_32,ACCOUNTS CLERKS,1,ACCOUNTS  CLERK,1,0.973
q3_32,MASON/CARPENTRY,1,MASON/CARPENTER,1,0.973
q3_32,ACCOUNT CLERK,4,ACCOUNTS  CLERK,1,0.973
q3_32,ACCOUNT CLERK,4,ACCOUNT CLERK 2,1,0.973
q3_32,ACCOUNT CLERK,4,ACCOUNTS CLERKS,1,0.973
q3_32,AUTO ELECTRICAL,1,AUTO ELECTRICAN,1,0.973
q3_32,CLOTHING VENDOR,2,CLOTHING VENDER,1,0.973
q3_32,SECURITY  GUARD,3,SECURITY GUARDS,2,0.973
q3_32,DOMESTIC WORKER,27,DOMESTIC WORK,1,0.973
q3_32,SECURITY  GUARD,3,SECUIRTY GUARD,1,0.972
q3_32,SECURITY GAURD,5,SECURITY GUARDS,2,0.972
q3_32,SECURITY GAURD,5,SECURITY  GUARD,3,0.972
q3_32,SECURITY GUARDS,2,SECUIRTY GUARD,1,0.972
q3_32,CANE HARVESTER,56,CANE HARVESTOR,6,0.971
q3_32,MID WIFE,4,MIDWIFE,2,0.971
q3_32,Labour,2,Labour.,1,0.971
q3_32,CATERER,6,CATTERER,1,0.971
q3_32,MIDWIFE,2,MID_WIFE,1,0.971
q3_32,SECURITY GAURD,5,SECUIRTY GUARD,1,0.971
q3_32,TOSHAO,1,TOSHAOU,1,0.971
q3_32,JOINER,20,JOINTER,2,0.971
q3_32,CASHIER,31,CASHEIR,5,0.971
q3_32,LABOUR,9,LABOUER,2,0.971
q3_32,KITCHER HELPER,1,KITCHEN HELPER,1,0.971
q3_32,PLUMBER,4,PLUMER,1,0.971
q3_32,BUSINESS WOMAN,4,BUSINESS MAN,3,0.971
q3_32,NEIGHBOURHOOD POLICE,1,NEIGHBOUR HOOD POLICE,1,0.97
q3_32,DRAINAGE PUMP OPERATOR,1,TRAINAGE PUMP OPERATOR,1,0.97
q3_32,SECURITY GUARD,82,SECURITYGAURD,1,0.97
q3_32,COSTUMER SERVICE REPRESENTATIVE,1,CUSTOMER SERVICE REPRESENTIVE,1,0.97
q3_32,FINANCE CLERK,2,FINANCE CLARK,1,0.969
q3_32,BUSINESSMAN,4,BUSINESSWOMAN,3,0.969
q3_32,SALESPERSON,9,SALES PERSONS,2,0.969
q3_32,MARKET VENDOR,12,MARKET VENDER,1,0.969
q3_32,FIELD FOREMAN,2,FIELD FORTMAN,1,0.969
q3_32,CUSTOMERS SERVICE REPESENTATIVE,1,CUSTOMER SERVICES REPRESENTATIVE,1,0.968
q3_32,PHARMACY ASSISTANT,2,PHARMACY ASSISTANCE,1,0.968
q3_32,SECRUITY GUARD,4,SECURITY  GUARD,3,0.968
q3_32,SECRUITY GUARD,4,SECURITY GUARDS,2,0.968
q3_32,SALES PERSON,37,SALES PERDONS,1,0.968
q3_32,SELLER,26,SELLE,1,0.967
q3_32,JETMAN,22,JET MAN,18,0.967
q3_32,SECURITY GAURD,5,SECRUITY GUARD,4,0.967
q3_32,POLICE MAN,1,POLICE WOMAN,1,0.967
q3_32,SOLDIER,9,SOLIDER,3,0.967
q3_32,EXCAVATOR OPERATOR,4,ESCAVATOR OPERATOR,2,0.967
q3_32,SHOPKEEPER,23,SHOP  KEEPER,1,0.967
q3_32,SPEEDBOAT OPERATOR,2,SPEED BOAT OPERATOR,1,0.967
q3_32,SAWMAN,3,SAW MAN,1,0.967
q3_32,BLOCKS BAKER,1,BLOCKS MAKER,1,0.967
q3_32,MERCHANDISER,2,MERCHANDIZER,1,0.967
q3_32,NURSING ASSISTANT,3,NURSING ASSISTANCE,1,0.966
q3_32,KITCHEN ASSISTANCE,2,KITCHEN ASSISTANT,1,0.966
q3_32,POLICE OFFICER,25,POLICE OFFICER/SC,1,0.965
q3_32,RESEARCH ASSISTANT,1,RESEARCH ASSTIST,1,0.965
q3_32,CHAINSAW OPERATOR,10,CHAIN SAW OPERATOR,3,0.965
q3_32,FORK LIFT OPERATOR,2,FORKLIFT OPERATOR,1,0.965
q3_32,DRIVER / SALES MAN,1,DRIVER/ SALESMAN,1,0.965
q3_32,SHOP KEEPER,70,SHOP KEEPET,1,0.964
q3_32,SALESGIRL,4,SALES GIRLS,1,0.964
q3_32,SALES WOMAN,4,SALES MAN,2,0.964
q3_32,FISHERMAN,50,FISHER  MAN,1,0.964
q3_32,Rice Labour,2,Rice labour,1,0.964
q3_32,CANE CUTTER,9,CANE CUTERS,2,0.964
q3_32,SALE GIRL,4,SALES GIRLS,1,0.964
q3_32,CRAFTWORKER,1,CRAFTWORK,1,0.964
q3_32,AUTO ELECTRICIAN,4,AUTO ELECTRICTION,1,0.964
q3_32,OFFICE ASSISTANT,6,OFFICE ASSISTANCE,3,0.964
q3_32,Rice farmer,8,Rice farmet,1,0.964
q3_32,TECHINICION,1,TECHINICIAN,1,0.964
q3_32,DENTAL ASSISTANT,1,DENTAL ASSISTANCE,1,0.964
q3_32,SKILLED MAN,2,SKILL MAN,1,0.964
q3_32,POLICEMAN,2,POLICEWOMAN,2,0.964
q3_32,SHOP OWNER,28,SHOP ONWNER,1,0.962
q3_32,ADMIN ASSISTANT,1,ADMIN ASSISTANCE,1,0.962
q3_32,WELDER,25,WEILDER,1,0.962
q3_32,ACCOUNTS CLERKS,1,ACCOUNTS CLERK 2,1,0.962
q3_32,MASON/CARPENTRY,1,MASON /CARPENTER,1,0.962
q3_32,BUSINESS WOMAN,4,BUUSNESS WOMAN,1,0.962
q3_32,SOLIDER,3,SOILDER,1,0.962
q3_32,SECURITY GUARD,82,SEFURITY GUARD,1,0.962
q3_32,QUALITY ANALYSIS,2,QUALITY ANALYST,1,0.962
q3_32,ACCOUNTANT CLERK,4,ACCOUNT CLERK,4,0.962
q3_32,CANE HARVESTER,56,CABE HARVESTER,1,0.962
q3_32,MASON /CARPENTER,1,MASON CARPENTRR,1,0.962
q3_32,SALES ASSISTANT,9,SALES ASSISTANCE,1,0.962
q3_32,SHOP ATTENDANT,11,SHIP ATTENDANT,1,0.962
q3_32,FIELD ASSISTANT,2,FIELD ASSISTANCE,1,0.962
q3_32,SOLDIER,9,SOILDER,1,0.962
q3_32,ACCOUNT CLERK,4,ACCOUNTS CLERK 2,1,0.962
q3_32,AUTO ELECTRICIAN,4,AUTO ELECTRICAL,1,0.962
q3_32,FITTER MACHINEST,1,FITTER MACHINER,1,0.962
q3_32,QUALITY ANALYSIS,2,QUALITY ANALYSE,1,0.962
