hhid,member,panelid,weight,stratum,psu,block,domain,quarter,week,region,area,zone,psu_centroid_lat,psu_centroid_long,q1_02,q1_03,q1_04,q1_05,q1_06,q1_07,q1_08,q1_09,q1_10,q1_11,q1_12,q1_13,q1_14,q1_15,q1_16,q2_01,q2_02,q2_03,q2_04,q2_05,q2_06,q2_07,q2_08,q2_09,q2_10,q2_11,q2_12,q2_13,q2_14,q2_15,q2_16,q2_17,q2_18,q2_19,q2_20,q3_01,q3_02,q3_03,q3_04,q3_05,q3_06,q3_07_1,q3_07_2,q3_07_3,q3_07_4,q3_07_5,q3_07_6,q3_07_7,q3_08,q3_09,q3_10,q3_11,q3_12,q3_13,q3_14,q3_15,q3_15b,q3_16,q3_17,q3_18,q3_19,q3_20,q3_21,q3_22,q3_23,q3_24,q3_25,q3_26,q3_27,q3_28,q3_29,q3_30,q3_31,isic_code,q3_32,q3_33,isco_code,q3_34,q3_35,q3_36,q3_37,q3_38,q3_39,q3_40,q3_41,q4_01,q4_02,q4_03,q4_04,q4_05,q4_06,q4_07,q4_08,q4_09,q5_01,q5_02,q5_03a,q5_03b,q5_04,q5_05,q5_06,q5_07,q6_01,q6_01b,q6_02a,q6_02b,q6_02c,q6_02d,q6_02e,q6_02f,q6_03a,q6_03b,q6_03c,q6_03d,q6_03e,q6_03f,q6_03g,q6_03h,q6_03i,q6_04a,q6_04b,q6_04c,q6_04d,q6_04e,q6_04f,q6_05a,q6_05b,q6_05c,q6_05d,q6_05e,q6_05f,q6_05g,q6_05h,q6_05i,q6_06,q6_06b,q6_07,q6_08,q6_09,q6_10,q6_11,q6_12,q6_13,q6_11b,q6_12b,q6_13b,q6_14,q6_15,q6_16,q6_17,q6_18,q6_19,q6_20a,q6_20b,q6_21,q6_22,q6_23,q6_24a,q6_24b,q6_25
04 0301 040 9,1,101,101.5986131208583,04 0,04 0301,6,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Head,Male,36,Married,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 3/Grd 9,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,84,,,,12,12,12,12,12,12,12,,84,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Limited time,Daily,Less than 6 months,No,No,No,No,No,No,,3,NO BUSINESS NAME,DEEP SEA FISHING BOAT,0311,FISHERMAN,CATCHING FISH OUT AT SEA,6223,"Business owned by individual, family or partners",Don't know,,Other,5 to 9 persons,None,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,95000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0301 040 9,2,102,101.5986131208583,04 0,04 0301,6,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Spouse/ partner,Female,34,Married,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 2/Grd 8,,None,No,,,No,No,99,No,,,No,,,,Yes,Sought assistance of friends or relatives,,,5 years or more,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 months or more,No,,,,,,,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0301 040 9,3,103,101.5986131208583,04 0,04 0301,6,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Son/daughter,Male,15,Not Married/ Never lived together,East Indian,Guyana,,Region 4,In this city/village,Yes,Yes,Secondary,Frm 4/Grd 10,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,In school/ training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,No,,,,,,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
04 0301 040 9,4,104,101.5986131208583,04 0,04 0301,6,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Son/daughter,Female,13,Not Married/ Never lived together,East Indian,Guyana,,Region 4,In this city/village,Yes,Yes,Secondary,Frm 1/Grd 7,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0301 043 2,1,101,101.5986131208583,04 0,04 0301,3,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Head,Female,51,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Secondary,Frm 3/Grd 9,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,12,8,8,8,8,12,8,,64,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,Yes,No,Yes,Yes,Yes,No,,3,JR BURGERS,"SELLING OF FAST FOOD BURGERS, MILKSHAKES AND FRIES",5610,CASHIER,CASHING CUSTOMER PURCHASE WITH ENTITY,5230,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed shop, store",10 to 19 persons,None,10 years or more,Yourself,,,,,,,,,,,,,,,,,,70000,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,5000,,,,,,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0301 043 2,2,102,101.5986131208583,04 0,04 0301,3,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Brother/sister,Female,48,Not Married/ Never lived together,Ameridian,Guyana,,Region 1,In this city/village,Yes,No,Secondary,Frm 3/Grd 9,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,Yes,Yes,Yes,No,,3,S&A GROCERIES,RETAIL SALE OF DRY GOODS AND PACKED SNACKS,4711,CASHIER,ASSISTING CUSTOMERS WITH CASHING OF PURCHASES,5230,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed shop, store",10 to 19 persons,Don't know,5 years or more but less than 10 years,Yourself,,,,,,,,,,,,,,,,,,60000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0301 043 2,3,103,101.5986131208583,04 0,04 0301,3,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Brother/sister,Male,20,Not Married/ Never lived together,Mixed,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,Yes,No,Yes,No,Yes,No,,3,TELEPERFORMANCE,PROVIDING TELEPHONE SERVICES TO OVERSEAS BASE CUSTOMERS,8220,CUSTOMER SERVICE REPRESENTATIVE,DAILY PROVIDING CUSTOMER SERVICE TO OVERSEAS CUSTOMERS,5244,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed factory, office",50 or more persons,None,1 year or more but less than 5 years,Yourself,,,,,,,,,,,,,,,,,,75000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
04 0301 043 2,4,104,101.5986131208583,04 0,04 0301,3,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Brother/sister,Female,19,Not Married/ Never lived together,Mixed,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,Yes,,,,,,,,,,,,,,,,,No,,72,,,,12,12,12,12,12,12,0,,72,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,No,No,No,No,Yes,No,,3,IMRAN GENERAL HARDWARE STORE,RETAIL SALES OF HARDWARE SUPPLIES,4752,CASHIER,CASHING ITEMS CUSTOMERS PURCHASE,5230,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed shop, store",10 to 19 persons,Don't know,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,50000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
04 0301 043 2,5,105,101.5986131208583,04 0,04 0301,3,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Brother/sister,Male,4,,Mixed,Guyana,,Region 4,5,Yes,Yes,Pre-primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0301 050 6,1,101,101.5986131208583,04 0,04 0301,5,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Head,Female,39,Married,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,No,No,99,No,,,No,,,,No,,No,,,No,Housework/ family responsibilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Housewife,Yes,20,0,Private employee (work for another person or company),,Guyana,Spouse/Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0301 050 6,2,102,101.5986131208583,04 0,04 0301,5,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Spouse/ partner,Male,42,Married,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,No,Yes,,,No,,,,,,,,,,,,,No,,54,,,,9,9,9,9,9,9,0,,54,,No,,No,,,,Self-employed (without paid help),No,,,,,,,,,,No,No records are kept,3,SAMAD GORCERIES,WHOLESALE AND RETAIL SALE OF DRY GOODS AND PACKED FOOD ITEMS,4781,STORE OWNER,DAILY SELLING OF ITEMS IN STALL,5221,"Business owned by individual, family or partners","Yes, registered",1 3 4,In a market place licensed stall (where goods are removed each day),1 person,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0301 050 6,3,103,101.5986131208583,04 0,04 0301,5,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Son/daughter,Female,20,Not Married/ Never lived together,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,Yes,Yes,Yes,No,,3,C&V CARIBBEAN SHIPPING LTD,SHIPPING SERVICES TO LOCAL AND OVERSEAS BASE CUSTOMERS,5320,SHIPPING CLERK,LOGGING INFORMATION ON SHIPPED PACKAGES AND OTHER ITINERARIES,3331,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed factory, office",20 to 49 persons,Don't know,Less than 6 months,Yourself,,,,,,,,,,,,,,,,,,80000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
04 0301 050 6,4,104,101.5986131208583,04 0,04 0301,5,Coast/Rural,174,7,04,Coast,Rural,6.7838264,-58.061722,Son/daughter,Male,14,Not Married/ Never lived together,East Indian,Guyana,,Region 4,In this city/village,Yes,Yes,Secondary,Frm 2/Grd 8,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0312 054 0,1,101,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Head,Male,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0312 054 0,2,102,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Spouse/ partner,Female,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0312 054 0,3,103,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Male,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0312 054 0,4,104,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Male,21,Not Married/ Never lived together,Mixed,Guyana,,Region 4,In this city/village,Yes,Yes,University / Tertiary,,None,GCE O' levels/CXC 5+,Yes,MANAGEMENT,On-site private institution,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Permanent without time limit,,,Yes,No,Yes,Possibily,Yes,No,,3,GCAA,MANAGE AC INDUSTRIES,8412,RESIGTAR ASSISTANCE,MANGE THE RESIGTAR,4419,Government (Central or Local),,,"In a fixed factory, office",20 to 49 persons,,6 months or more but less than 1 year,Yourself,,,,,,,,,,,,,,,,,,-1,O) Does not want to answer,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 057 2,1,101,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Head,Male,52,Married,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 4/Grd 10,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,48,,,,8,8,8,8,8,8,0,,48,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,Yes,Possibily,Yes,No,,3,WINTER ESTATES,CONSTRUCTION OF HOUSES,4100,JOINTER,ASSIST IN THE CONSTRUCTION OF HOUSE,7115,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed factory, office",10 to 19 persons,None,6 months or more but less than 1 year,Yourself,,,,,,,,,,,,,,,,,,168000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 057 2,2,105,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Spouse/ partner,Female,52,Married,East Indian,Guyana,,Region 4,In another city/village of this Guyana region,Yes,No,Post-secondary,,Technical/Vocational Certificate or Diploma,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,Yes,Yes,Yes,Yes,No,,3,GUYSUCO,MANUFACTURE OF SUGAR,1072,SECRETARY FINANCE DIRECTOR,ANSWER EMAIL ANC TAKE CALL,4120,Government (Central or Local),,,"In a fixed factory, office",50 or more persons,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,80000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 057 2,3,103,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Female,23,Not Married/ Never lived together,East Indian,Guyana,,Region 4,In another city/village of this Guyana region,Yes,No,University / Tertiary,,Bachelor's degree,GCE O' levels/CXC 5+,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A written contract,Limited time,12 months or more but less than 24 months,6 months or more but less than 1 year,Yes,Don't know,Yes,Yes,Yes,No,,3,NAREI,AGRICULTURAL RESEARCH,7210,EXECUTIVE ASSISTANT,ASSIST THE CEO WITH IMPORTANT DOCUMENTS,3343,Government (Central or Local),,,"In a fixed factory, office",20 to 49 persons,,6 months or more but less than 1 year,Yourself,,,,,,,,,,,,,,,,,,85000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 057 2,4,106,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Female,19,Not Married/ Never lived together,East Indian,Guyana,,Region 4,In another city/village of this Guyana region,Yes,Yes,University / Tertiary,,None,GCE O' levels/CXC 5+,No,,,No,No,99,No,,,No,,,,No,,No,,,No,In school/ training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,No,,,,,,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,No,,,Yes
04 0312 064 3,1,101,110.8989912158863,04 0,04 0312,6,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Head,Female,41,Living together,African/ Black,Guyana,,Region 4,In another city/village of this Guyana region,Yes,No,Secondary,Frm 3/Grd 9,,None,No,,,No,No,99,No,,,Yes,Holiday/Vacation,,,,,,,,,,No,,84,,,,0,0,0,0,0,0,0,,0,,No,,No,,,,Self-employed (without paid help),No,,,,,,,,,,No,No records are kept,3,SARAFINA'S BAND NAME BOUQUET,RETAIL OF CLOTHING AND GROCERY,4771,SHOP KEEPER,SELL THE RETAIL CLOTHING AND GROCERY,5221,"Business owned by individual, family or partners",No,,"In a fixed shop, store",1 person,,10 years or more,Yourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,,8000,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 064 3,2,102,110.8989912158863,04 0,04 0312,6,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Spouse/ partner,Male,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0312 064 3,3,103,110.8989912158863,04 0,04 0312,6,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Female,24,Not Married/ Never lived together,African/ Black,Guyana,,Region 4,In another city/village of this Guyana region,Yes,No,Secondary,Frm 4/Grd 10,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,60,,,,10,0,10,10,10,10,10,,60,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,Yes,Yes,Yes,No,,3,PRINCESS HOTEL,HOTEL SERVICES,5510,DEALER,DEALING IN THE CASINO,4212,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed factory, office",20 to 49 persons,None,1 year or more but less than 5 years,Yourself,,,,,,,,,,,,,,,,,,75000,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 064 3,4,104,110.8989912158863,04 0,04 0312,6,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Female,22,Not Married/ Never lived together,African/ Black,Guyana,,Region 10,In another city/village of this Guyana region,Yes,No,Secondary,Frm 5/Grd 11,,None,No,,,No,No,99,No,,,Yes,Other reason,Not sure to return,No,Yes,Applied/contacted organizations/employers,,,3 to 5 months,"Yes, within the next two weeks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 months and less than 6 months,Yes,Other,84,Private employee (work for another person or company),,Paid Permanent,Guyana,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 064 3,5,105,110.8989912158863,04 0,04 0312,6,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Female,14,Not Married/ Never lived together,African/ Black,Guyana,,Region 4,In this city/village,Yes,Yes,Secondary,Frm 2/Grd 8,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0312 064 3,6,106,110.8989912158863,04 0,04 0312,6,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Female,2,,African/ Black,Guyana,,Region 4,5,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 0312 065 8,1,101,110.8989912158863,04 0,04 0312,5,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Head,Female,41,Living together,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,Yes,,,,,,,,,,,,,,,,,No,,60,,,,10,10,10,10,10,0,0,,50,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,Don't know,Yes,Yes,Yes,No,,3,RESPONDENT DONT WANT TO GIVE THE NAME OF PLACES OF WORK,WHOLESALE AND RETAIL OF CLOTHING,4641,CASHIER,CASH PERSONS BILLS,5230,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed shop, store",10 to 19 persons,None,10 years or more,Yourself,,,,,,,,,,,,,,,,,,40000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 065 8,2,102,110.8989912158863,04 0,04 0312,5,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Spouse/ partner,Male,31,Living together,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,None,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,Yes,Yes,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,Yes,Possibily,Yes,No,,3,GTM,PROVIDE INSURANCE,6511,DRIVER,DRIVING  THE VEHICLE,8322,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed factory, office",20 to 49 persons,None,5 years or more but less than 10 years,Yourself,,,,,,,,,,,,,,,,,,85000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 065 8,3,103,110.8989912158863,04 0,04 0312,5,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Son/daughter,Male,23,Not Married/ Never lived together,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 5/Grd 11,,GCE O' levels/CXC 5+,No,,,Yes,,,,,,,,,,,,,,,,,No,,40,,,,8,8,8,8,8,0,0,,40,,No,,No,,,,"Employee (for another person, for a company or for the government)",,A verbal agreement,Permanent without time limit,,,Yes,No,Yes,Possibily,Yes,No,,3,BEHARRY,"MANUFACTURE OF NOODLES, MACARONI AND OTHER COOKING ITEMS",1074,SALE REPRESENTATIVE,ASSIST IN THE SELLING FOR THE PRODUCTS,5249,Corporate business/company (un-limited),"Yes, registered",1 2 3 4,"In a fixed factory, office",10 to 19 persons,None,1 year or more but less than 5 years,Yourself,,,,,,,,,,,,,,,,,,60000,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,No,,,Yes
04 0312 066 2,1,101,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Head,Female,63,Widowed,East Indian,Guyana,,Region 4,In this city/village,Yes,No,Secondary,Frm 1/Grd 7,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,"Retired, too old for work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retired/ Old age,Yes,5,0,Self-employed (without paid help),No,Guyana,Son/Daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,0,0,0,0,90000,0,0,0,0,No,,,Yes
04 0312 066 2,2,102,110.8989912158863,04 0,04 0312,3,Coast/Rural,174,7,04,Coast,Rural,6.8008471,-58.064442,Grand/great-grand child,Female,17,Not Married/ Never lived together,East Indian,Guyana,,Region 4,In this city/village,Yes,Yes,Secondary,Frm 4/Grd 10,,None,No,,,No,No,99,No,,,No,,,,No,,No,,,No,In school/ training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student,No,,,,,,Parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10000,0,0,,0,No,,,Yes
